,text,label
747,나는 이서진이 가기싫은것 이미지땜시 가는것 같은 느낌이 왜들까.... 이중적인느낌,0
748,나는 재밌는데 ㅋㅋㅋㅋㅋㅋㅋ,0
749,나는 진짜 이런기사에 열폭하는 애들보면 이해가 안간다.유명인 자녀들은 다 빛과 그림자가 공존하는거야.....아무리 꽂아주려 해도 안되는 애들은 안돼......,0
750,나는쌈디가 더재밌던데,0
751,나는월세1000만원에70십네고사러 아들만셋.. 탁씨얘기보니까나두거기가서살구싶다..현실적이면,0
752,나도 14살 둘째되서 저 감정 알짛ㅎㅎㅎ내가 엄마 한테 하고 싶은말 예빈이가 대신 해줘고마워ㅎㅎ,0
753,나도 마누라 바꾸고 싶다,0
754,나도 설리보면 천녀유혼의 임청하나 서기가 생각난다. 뭔가 애절하고 몽환적인 느낌이 나는 비쥬얼..,0
755,나도 식 하면 가고 싶다 ...꿈이겟지요?ㅋ,0
756,나도 어릴땐 이뻤다,0
757,나도 연애하고싶다,0
758,나도 한달에 9kg빼고싶다......,0
759,나라가 썩었다.,1
760,나라가 점점 PC화 되간다 망조가 들엇누,0
761,나라면 자핑이랑 사귐,0
762,나라버린 미국인 안궁금해,1
763,나랏님없는 곳에선 욕도한다는데...~씨 정도야...그래도 개그선배들한테도 ~씨 할 정도라면 이해한다...그냥 개그였거나 대통령문재인씨라고 했다면 존칭에대한 착오였겠지...,1
764,나랑 노상관,0
765,나랑동갑에 결혼한 년도까지 똑같으네아직 좀더 살아도 되는 나이인데..부디 좋은곳으로 가시길...,0
766,나랑살자 누나.........♥,0
767,나만 결말 만족스럽나 중간에 고난과 역경 넘 많아서 하차할뻔했고 아리공주 때문에 꾸역꾸역 봤는데 결말 덕분에 띵작으로 기억할듯 ㅋㅋㅋㅋㅋ,0
768,나만 모르는건가..난 차은우가 누군지도 뭐하는 연예인인지도 모르고 첨봤는데 아이돌이 왜 골목식당 나오는건지 이해가 안가더라..,0
769,나만 보기불편함?,0
770,나만 비연예인이 더 싫은가 이세상에 연예인과 비연예인 둘만 존재하는것도 아니고..ㅋ,0
771,나만 황제좋은거 아니었구나...ㅠㅠ,0
772,나머지도 물갈이 해야할듯. 다들 재미없고 늙고.,0
773,나보다 작은것으로 기억하는데 왠182???장난하나??,0
774,나의 최애는 김도아였어. 그녀가 지금 무얼하고 잇는지 궁금해. 정상적으로 했다면 김도아가 열심히 활약하고 있을 거야.,0
775,나이 40 대 할마시들이 언제까지 추억을 되돌리며 살래? 그런 프로는 30 때 초반때 얼른 했어야 해ㅉ지 나이 처먹고 추하다 추해 ‼️‼️‼️‼️‼️,1
776,나이 먹으면서 점점 사악해 지는듯,1
777,나이가 ? 넘 어려보이셔서...,0
778,나이가 많지도 않은데 더럽게 사업하는건 어디서 배웠나... 양현석한테 배웠나?,1
779,나이는 어린편이지만 작품을 선택하는 안목이 남다른 배우^^ 응원합니다♡,0
780,나이를 초월한 사랑...솔직히 아름답다.,0
781,나이차이 많이안나요~둘다40대 입니당ㅎㅎ,0
782,나이차이는 느껴지는데...요즘 백종원씨 너무 띄움.,0
783,나중에 콘서트에서 초대가수로 mc몽이랑 튜엣 하는거 볼수 있겠죠..?기대되네요 ㅎㅎ,0
784,나코를 센터나 메보 줬으면 1등팀 됐을텐데. 왜 인기도는 생각안하고 실력으로만 밀고 갔는지 아쉽다.,0
785,나탈리포트만이 보인다 대박!~,0
786,나혼자 산다 보는사람 특) 약속없어서 혼자 방구석에서 나혼자 산다 보면서 낄낄대는 찐따 or 아싸,1
787,나혼자산다 다시 나와주세요 ㅠㅠ,0
788,나혼자산다 잼없어 안봄,0
789,난 mc몽 그리웠다!!!! 아직도 노래 듣고 그립다!!!!,0
790,난 기안 좋은데,0
791,난 김수현이 겹치는데 말야..,0
792,난 남자가 바람피워 이혼 그냥 생김세가 바람필거같어 아니면 참고 살던가,1
793,난 너무 재미있음송중기 눈빛 와 설렘~~~말타는거보고 외국 영화인줄~~~장동건 중후하고 분위기 있고 역시란 말이 절로 나온다~한류가 커져서 이런 퀄리티 드라마를 볼수 있는거에 감사한다~,0
794,난 네 기사가 싫다 그만 나와,0
795,난 니 얼굴 보면 ㅈ이 싸그라든다ㅡㅡ,1
796,난 대리만족이나 해야지,0
797,난 마지막 방송은 하고 끝냈으면 했는데. 설리에 대한 선플들을 읽어주었으면..,0
798,난 무조건 강지환편,0
799,"난 붐 좋던데... 도박은 토니, 신혜성, 앤디, 이수근등 많이 있는데 유독 대중이 붐만 용서를 안 하는듯...",0
800,난 사투리쓰는남자 시름,1
801,난 산이 ㅈㄴ 응원한다,0
802,"난 소향보다 하현우, 하현우보다 손승연",0
803,난 슈링크하는데도 넘 고통스러웠음.그이후 레이저 시술은 쳐다도 안봄.,0
804,난 언니도 재미있구 둘이 티격태격 하는것도 재미있던데..왜들 그러냐,0
805,난 여유롭지 않다,0
806,난 여자지만 송다은이 젤 매력있던데ㅋㅋㅋ,0
807,난 여잔데 모유비누반대함. 무엇보다 여성의 젖을 상품화한다는게 싫음. 여성의 신체는 왜 항상 상품화되어야하죠? 이시영언니도 반성했으면하네요.,0
808,난 영상 보고 어 민호 닮았네!하고 생각했는데......,0
809,난 오달수를 믿어요. 사과문이 가까라면 싸이코패스일것 같네요. 하지만 피해 여자분 얘기도 진짜라고 믿어줄수는 없네요. 서로 만나서 이야기를 해보심이 좋을 듯 하네요. 심리상담사 대동하고 말이죠.,0
810,난 왜 이들을 밉상이라고 하는 지 모르겠다 .유난을 떨든 보기에 밉상인 행동을 하든 피해를 주는 것도 아닌데 왜들 발끈하는지... !!!개인 sns에 이 정도 글과 사진은 남길 수 있는거 아닌가...,0
811,난 왜 이렇게 사람을 죽여가는 드라마를쓰는지눈물도 안 나오고 헛웃음만 시간아깝다김소연 최명길연기만 보려고 했는데 오늘로땡,0
812,난 왜 이부진이 생각나는걸까?,0
813,난 왜 이혁이랑 이엘리야가 잘됐음 좋겠지?ㅜㅜ 항상 결말에는 망할걸 알아서 그런지 드라마보면 악역이 불쌍하게 느껴지고 응원하게 됨ㅜㅜ,0
814,난 이 배우만 보면 우리 엄마가 생각나더라... 볼때마다 슬퍼진다.,0
815,난 이국주 좋던뎅...ㅎㅎ,0
816,난 이번에 나온 셋 다 전혀 이쁜거 모르겠음...셋 다 전혀 내 스타일 아님,0
817,난 이상하게 김영희만 보면 짠해요,0
818,난 재밌던데 스토리 구성도 탄탄하고,0
819,난 절대로 임현주 욕하는인간이랑은 안논다 @.@,0
820,난 정인선 30대 중후반으로 봤는데 91년생 .....어이가 없내 81년생 아니냐?,1
821,난 진짜 나이많은 사람이랑은 못 살 것같아...아무리 돈많아도..,1
822,난 첨부터 예원 응원했음~ 예원 응원하는 사람들 많으니까 화이팅!! (악플다는애들은 소수고 인생낭비자들이니 신경쓰지마삼),0
823,난 통역도 힘들겠다 싶었는데? 김선수가 답답한 일이 많았는지 말투에 짜증이 있었음. 그나마 금방 잊어버리고 기분푸는 스타일이고 친해지면 더 잘 챙길 것 같았음,0
824,난 틀린말 하나 없다 생각하는데...노력도 하지 않으면 못 나오는거지...꺼내 줄 사람 없다,0
825,난 함소원좋아,0
826,난개를좋아하지도않고 보신탕도먹는건아니지만 애견인들은 보신탕먹는사람들에게서 살인자같은 느낌받을까?,1
827,난그래도 이태임 좋아,0
828,난시청률 상관 없다 잘나오건 못나오건 뭔 상관우리 혜교님 보는것만으로 그저 행복 언제 또 볼지 모르는데 열심히 봐야지 얼굴도 이쁘고 연기도 잘하고 역시 믿보배,0
829,남 보란듯이 행복하게 사시길,0
830,남 인스타가서 퍼와서ㅈ기사 올린 기레기를 탓해라 보도자료 뿌린것도 아닌데 왜 엄한사람한테 지럴들이니,1
831,남궁민 때문에 보는 드라마,0
832,남궁민 연기 짱이네요 몰입도 최고,0
833,남궁민 존잘에 연기신인데 피지컬이 넘 아쉽,0
834,남궁민은 어쩌고 ㅠㅠㅠ,0
835,남궁민은현대판제갈공명이다 감탄또감탄,0
836,남규리 너무 예쁘다,0
837,남규리 아이린너무닮았다 이제보니 자매같다 너무 사랑스럽다,0
838,남녀 미모 ㄷ ㄷ,0
839,남녀 주인공이 실제 연인처럼 너무 잘 어울려요,0
840,남녀는 평등하다,0
841,남녀를 떠나 만 16세 이상인가는 합의하에 성관계해도 불법이아닌데 뭔상관... 돈있으면 일찍 결혼해서 일찍 애낳아 남들보다 중년때 즐기고살기 더좋겠구만,0
842,"남들과 다른 통장들고, 사생활은 평범하고 싶다....연예인으로 살겠다고 마음먹고 연습생 시작한 그순간부터 평범한 삶은 포기해야겠다는 생각 못해봤나요?",0
843,남송 참지말자,0
844,남의 눈치 때문에 스스로 선택과 책임지지 못한 마음이 불행한 사람들의 표현에 괴로워 할 필요 없어요. 에로스도 엄연히 예술이고 인간의 당연한 본능입니다. 그것에 특화된 국가도 있지만 우리나라는 평균이에요. 자부심 가지세요!,0
845,남의 말 신경쓰지 말고 잘사세요~~,0
846,남의 일에는 신경안써' 하고 쿨한척 하던 인간들. 강남한테는 악플 쓰고 있음ㅋㅋㅋ 뭐 같은 놈들,1
847,남의나라 관광지에서 민폐좀 그만..,0
848,남이 억울하게 할때마다 sns에 올리다보면 인생어찌사나 참 아나운서까지 됐다면서 이미지 생각 같은건 안하는구만,1
849,남이사 성형을 하던 지럴을 하던 무슨 상관입니까 본인들이나 잘 챙기세요 저 배우 생활비를 직접 주는것도 아니고 가족도 아니고 앞으로 평생 책임질 사람도 아닌데 뭔 그리 남의 얼굴 가지고 배나라 감나라 들인지 쯧쯧,1
850,남이사 성형을 하든말든~~ 자기얼굴 자기가 고치겠다는데 배놔라 감놔라 말들이 많아 니돈 으로 하겠다냐??,0
851,남자 주인공이 이정재였으면 어땠을까...,0
852,남자 지갑터내 어쩌내 말많은데 쟤 갤러리아퍼레사는데 한국에서 10위권안에 드는 아파트 20억은 넘는데 무명배우라도 집이 잘사는듯 실물보면 일반인들 명함 못내민다 당시에 나도 잘몰랐는데 어쩌다 본 폭풍의 여자 땜에 겨우 알아본,0
853,남자들 혼자 라이프조아조아,0
854,남자들의 로망 신수지... 너마저,0
855,남자로서 혜나보면 미혼모의 낙태는 필요한듯. 엄마 사랑받고 자랐지만 결국 그존재조차 모르는 부친에 대한 복수와 원망이 가득하네요. 혜나아빠는 뭔죄? 당사지간 연예문제는 당사자의 문제일뿐인데 최소한 임신여부는 알렸어야 함,0
856,남자측 욕하지마세요,0
857,남주가 하필 쟤냐..똑같은 목소리에 똑같은 연기밖에 못하는데....,0
858,"남주는 윤박임,,,,,남주는 윤박이라고!!!!!!",0
859,남주여주가.. 밍숭맹숭한데..,0
860,남주여주들은 뭐햤냐 ㅅㅂ,0
861,남친보다 재미없나 시쳥률이 7%대 주말편성까지 좋은데 얘네는 남친 머리채 안잡으면 안되던데 아직까지 결과는 남친이군,0
862,남친얼굴은 책임져야지.......,0
863,남탓 하는것도 정신병이고 저질국민 성이다.. 그냥 고인에 명복이나 빌어르 어떻게 누구 하나 죽었다하면 죄다 남탓이냐? 자식죽은걸로 지가 뭐나 된양 정치질 하려는 부모들도 역겹다,1
864,남태현 성격 싸가지에 어른공경 할줄모르고 여자들 가지고 놀고 yg가 좋아할만한건 거의 다 가졌는데,1
865,남편 핵불쌍하다..,0
866,남편보다 배우가 누군지 더 모르겠다는..ㅎㅎ,0
867,남편이 문재앙 맞지?,1
868,남편이 사기치러 다닌거도 아니고 그래도 능력있는 남자 인데 나같으면 당당하게 산다~~ 박한별씨는 잘못없네요,0
869,남편이 이병헌이라는게 흠이지,1
870,남편이 잘못한건 잘못한거고 잘될때 같이 살다가 어려워졌다고 이혼하는건 좀 아닌것같다,0
871,남편이 장동건이야 다 가져서 좋겠다,0
872,내 나이 45살인데 내가 노이즈 광팬이라 잘 아는데 저 형이 나랑 2살밖에 차이가 안난다고?? 실화냐?? ㅡㅡ;;,0
873,내 장담컨데 예전처럼 구타폭행 되면 이새기 벌떡일어나서 날라다닌다.,1
874,"내 주변에 고려대 영재교육원 나온 애 4명 있는데 인하대, 상명대, 중앙대, 동국대 이렇게 갔음 대학에.... 어릴때 영재라고 명문대 가는 건 아니더라",0
875,내 친구가 김수현 아나운서 사촌동생이란게 자랑스럽다 ㅎㅎ,0
876,내가 2년 동안 본 드라마.. 도깨비 나의아저씨 내뒤에테리우스 스카이캐슬 정말 스카이캐슬 최고!,0
877,내가 너를 고소하고 싶어 정국아 진짜 존나 패고싶다 생각이없니? 국뽕으로 뭘하든 오냐오냐 해주니가 뭐든 니 멋대로 해도 되는것 같아? 공항에는 꼬박꼬박 마스크 끼고 오는놈이 놀러다닐땐 마스크도 안쓰고 진짜 서운하다 정국아,1
878,내가 보기에 얘는 아주 오래 갈 연예인이라고 본다.,0
879,내가 본 시간이 왜 아깝죠. 진짜 별로다,0
880,내가 아는 딩크분들 40대부터는 아이를 부러운 모냥이다아이가 있으면 더 화목한 가정이된다,0
881,내가 요즘 드라마에 꽂혀서 왠만한 드라마는 다 챙겨보는데 그중에 화유기가 제일 재미없음 마더 돈꽃 흑기사 황금빛내인생 리턴 화유기 이렇게 챙겨보는데 이중에서 화유기가 제일 재미없음,0
882,내가 이런거까지 알아야하나..,0
883,내가 저기있음 현주올인한다 좋은 여자임 웃어주는 사람이랑 있음 행복하지 왜웃냐고 따지는 사람들이 이상한거임,0
884,내가 좋아하는 ♡♡김혜수♡♡ 언니♡ 동생분,0
885,내가봤을땐 작업당한거 같은대 카지노 자체는 불법이 아니였겠지만 슈가뻔히 돈잃을꺼알고 옆에서 똥꼬간질간질해서 돈빌리게하고 돈빌린곳에서 뽀찌때주고 했을꺼같은대,1
886,내가알기론 탑이랑지드래곤은 검찰송치까지 안된걸로알고있는데,0
887,내기바둑 내기당구 다잡아가지 그래? 이런 기사는 왜쓰고 견찰은 왜 흘리는거야 ㅂㅅㄷ,1
888,내꺼 넘보지마,0
889,내내 뭐하고있다 이제와서 그러냐,0
890,내딸이다 할때 아 진짜 눈물이나네 진짜 유동근씨 연기는 대박이네요 좀 짠하고 딸때문에 어떻게해야할지 모르는 그심정 이해가되네요 암튼 너무 짠했어요,0
891,내마음의 4대보컬 박정현 린 백지영....윤미래~,0
892,내여자 내여자 사랑해,0
893,내용이 잼없다~~,0
894,내우상jk 음악들으며 그의인생 애기를들어서인지 뭔가 친근함 . . . 인생에대해 많이 배워요!,0
895,내치고 원타임 데니넣는게 베스트인듯,0
896,낸시랑씨가 건강하게 살아가길 바래요,0
897,낸시랭 언니는 너무나 착한분입니다,0
898,낸시랭 좋은 분 만나시지...올라오는 기사보니 안타까워서 처음으로 댓글남겨 봅니다.,0
899,너만 애키우냐. ㅉ,1
900,너무 기엽다 증말..!!,0
901,"너무 너무 축하해요~♡ 제가 좋아하는 유리 언니, 앞으로도 행복하세요!",0
902,너무 마녀사냥 아닌가,0
903,너무 미화하네 옛날부터 국대축구 본 사람들은 손탐욕인거 다 아는데,1
904,너무 부러워 둘다,0
905,너무 안타깝네요....삼가 고인의 명복을 빕니다하늘나라에서 부모님과 아이를 잘 지켜주시길.....,0
906,너무 어린애들만 나오네.핵노잼,0
907,너무 예뻐요ㅠㅠㅠ 사람 이목구비가 어찌저럼,0
908,너무 예쁘던데 티비에서 자주 볼수 있으면 좋겠어요,0
909,너무 예쁜 모녀입니다~^^,0
910,너무 예쁜부부이네요♡♡,0
911,너무 이쁘다,0
912,너무 이쁘다 이영애,0
913,너무 이쁘던데,0
914,너무 인신공격은 자제들합시다 당신들은 뭐깨끗한가요?ㅠ 그래도 일본에서나 해외에서도 알아주는 탑클래스에요 ..국내 명예도 높였는데 가만해주면 좋겠습니다.더이상 상처받지말고 늘 응원해요 오빠 ㅠㅠ,0
915,너무 잘 봤어요@_@ 남궁민씨를 보면 제가 좋아하는 박보검씨와 비슷한 유형의 연기파 배우라 드라마에 몰입이 잘 됩니다. 더 승승장구 하세요!!,0
916,너무 재밌다. 영화같은 영상미에 연기구멍이 하나도 없는 완성도 높은 희극!,0
917,너무 재밌어 색감도 좋고 연기도 찰지고,0
918,너무 재밌어ㅋㅋㅋ 이번주 만찬이들 사내연애하네ㅋㅋㅋㅋ 꿀잼이겠다,0
919,너무 재밌어요~~,0
920,너무 좋아요 와이지만 나와줘요.. 아까워 ㅠㅠ,0
921,너무 화면에서 자주 봐서 그런건지...연기톤이 일정한 느낌...,0
922,너무그러지 말아요 개리가 범죄를 저지른 것도 아니고 뭐 마약한 애들도 다 나오는데요 뭘 그리고 런닝맨멤버들한테는 미안해하겠지만 우리가 왈가왈부 할 수 는 없는듯 .....,0
923,너무나 멋진 영상과 배우들의 열연계속해서 응원해요^^,0
924,너무너무 아쉬워요~~ 9연승까지 갔으면 했는데...그동안 이석훈 만찢남의 노래를 들으며 행복했습니다 ~~♡♡,0
925,너무너무 잼있음~~~,0
926,너무잘어울린다 ㅅㅅ ㅅㅅㅅ 한명은 전국민이 다아는 비디오로 한명은 클럽에서 뽕맞고 파티하고 ㅋㅋㅋ절대헤어지마라,1
927,너무재밌게봤네요 ㅋㅋㅋ,0
928,너무재밌게봤어요 벌써끝나다니.. 우연히첫회보고 바로 보기시작했네요 ㅎㅎ,0
929,넌 도대체 누구냐,0
930,넘 귀엽고 예쁘고 단아한 느낌이네요,0
931,넘 멋져요♡♡♡저 책도 사서 봤답니다^^,0
932,넘 슬프다 ㅠㅠ 하....마지막까지 함께해주고픈 김원희씨 맘이 얼마나 아플까 힘내세요힘내 곱단아,0
933,넘 예뻐요. 정미애님.,0
934,넘 이쁘세요.......,0
935,넘 잘어울려욤~^^,0
936,넘 재미있어요,0
937,넘예뻐서 이렇게생기구파성격도사랑스럽더라,0
938,넘재밌었음강문영씨화이팅 김광규씨화이팅최성국시나오디마,0
939,네 다음 먹튀,1
940,네 다음 시청률꼴쮜~!,0
941,네 다음 철구랑 어울리던분,0
942,네 잘알겠습니다 관심없어요,0
943,네명 다 매력 터지는데 옥주현 나올때더욱 집중된다 ...,0
944,네이버 오늘부로 끊으련다 기사같지도 않은..,0
945,노노재팬인데 쪽바리년놈들두 까야지 조센징들아,1
946,"노라조 ""형""이란 노래로 힘들 때 위로를 받곤 했습니다. 앞으로도 노라조라는 이름으로 여러 사람에게 즐거움과 위안을 주시면 감사하겠습니다.",0
947,노라조 화이팅,0
948,노래 참 잘하고 성실함이 보이네요.응원♡♡♡,0
949,노래만 해야 겠더라. 다큐 보는데 재미도 없고 감동도 없고. 좋아하는 팬들은 좋을지 모르겠지만. 완전 개재미 없었뜸.,1
950,노력마니 하네. 언니 존경합니다. 물론 부모님 재력이 뒷받침되었겠지만. 그래도 유학가서 공부안하고 노는애들진짜 많은데,0
951,노렸네 이년,1
952,노망난 영감탱이들,1
953,노무현 실루엣이면 뭐 어쩌라구 놈현이 신이냐아주 어거지네,1
954,노무현 정권때 인사를 저 세끼들이 문재인 대선 2번동안 안건드렸다면 문재인 측근 인사는 절대 아니란 얘기다 ㅋㅋㅋㅋㅋ좃 OOO좃선개소리에 휘둘리는 놈들 수준 부서 ㅉㅉㅉ,1
955,노잼 .. 대사가 안들려서 넷플릭스에서 자막 키고 봤는데 2화까지 보고 못보겠다..,0
956,노지훈 꽃길만 걷자 불후의명곡에서도 보고싶어요 노력이란노래 듣고 울었네요,0
957,노출사고가 뭔 자랑이라고 당당이 거기에 왜붙냐?,1
958,노친네 넘설친다,1
959,노홍철 이새기나와서 딴데뜬다,1
960,노화로 인한 못생김이 슬슬더 가중되는 시기~~^^,1
961,논란 해명 부탁드립니다,0
962,논란은 늘 이런 기사의 제목이 한 몫 하는 듯!돈 많은 사람들은 돈을 써야 경제가 돌아가죠 명품을 입든말든~ 이런 제목 진짜 별루에요..ㅡㅡ,0
963,논란이고 나발이고 이상민 미우새 지겹다 이제그만하차해라,0
964,논란이잇엇던 슈퍼맨이 화제 인기프로로만들엇든게 쌍둥이때문인데 프로가 인기가잇으니깐 어느 대한민국만세인지 매국 금수저 못생긴삼둥이가 처나와서 밥숟가락만 언져먹고나갓지 ㅋㅋ,1
965,놀고잇네 ㅋㅋㅋㅋㅋ 연기연습이나해라 ㅋㅋㅋ 지가무슨 맨날 예능만 찍어싸고이쁘가이쁘다 하니까 신났네,1
966,놀라울 27 후ㄷㄷ,0
967,농농 베트남~~,1
968,뇌물먹고 자살한 고 노무현 대통령이 분명히 봉하마을 부엉이바위에서 지켜보고 있을 것이다.,1
969,누가 앵두를 찍었다고 거짓말을 대놓고 하냐 ㅋㅋ,0
970,누가 응원을 해요?? 응원물결이 있어요?,0
971,누가꽃이인지 잘모르겠어용ㅎㅎ,0
972,누가사고가났던 일단의료사고가 났다는게....어디병원이죠 거기,0
973,누구 이창섭 태도 별로라고 하신분 ㅋㅋㅋㅋㅋ,0
974,누구? 씨엔블루? 사기꾼정용화가 잇는?,1
975,누구냐 넌!!!! (올드보이 생각나네),0
976,누구냐 이 개듣보들은 요즘은 일반인도 돈 쳐받고 기사 써주는 게야??...이게 나라냐??...,1
977,누구는 밥과 김치도 제대로 못 먹어 김치 반통 허겁지겁 먹고 잇을때 넌 하수도 오물 통채로 삼키듯 아구창에 쉬는 틈마다 뭘 쑤셧잖아 생각이 안놔⁉️⁉️⁉️,1
978,누구신지 ㅠㅠ,0
979,누구여 이 개 10 듣보들은 ㅡㅡ,1
980,누군가의 상상아님? 예고보니 살아있더만,0
981,누군대 저듣보가,1
982,누군지 나만 모르나ㅜ,0
983,"누군지 모르겠지만 40,50대 아저씨들 야광봉으로 얼굴때린건 반성해라",0
984,누군지 밝히면?? 그 멤버도 피해자예요. 누가 조작해달라고 했습니까? 위에서 다 조작해놓고 지금 활동 끝난지가 언젠데 이제와서 이러고 있으니 지금 모두 피해자라고요. 왜 화살이 멤버들한테 가나요 (동의합니다),0
985,누군지 밝히셈ㅋ 그리고 걘 연예계에서 영구퇴출가자 정유라랑 다를바없잖아ㅋ,1
986,누군지누모르겠지만 제발 좌파 민주당지지자였으면,0
987,누군지는 정말 모르지만 항상 모르겠습니다...,0
988,누군지도 모르고 관심도 없음,0
989,누군지도 모르지만 옛다 관심 !,0
990,누나 아프지마 ㅜㅜ,0
991,누나가 쌍 또라이네 지 편하자고 뭔짓이냐 지금이라도 미안하면 한강 가라,1
992,누나는 시집 잘감 ㅇㅇ,0
993,누명 아니고 강기사 아저씨 다예 아빠 칼로 찔러 죽임 무슨 누명이야 다예가 강기사 아저씨칼로 찔러 죽일듯,0
994,눈 졸라 모였네 난 박신혜 스타일이 좋음 신동엽같이 모인눈 극혐 갈데가 없어 짱개랑,1
995,눈가의 주름보니 둘다 천생연분....... 핸디캡 마저 똑같네요.......,0
996,눈물났어요 ㅠㅠㅠ....진짜 아기가 엄마의 마음을 닮아서 천사같은듯,0
997,눈빛이 소름돋는다는거.. 나만 못느끼나.... 당연히 사람이 말하면 쳐다볼수있는거 아닌가.. ?,0
998,눈에 슬픔이 보인다,0
999,눈이 부시게 재미있게 봤어요~!,0
1000,눈크다고 다 이쁜건 아니구나.이분이나 홍수아나 눈이 무서워.,0
1001,뉴스룸 김남주가 한번 하지...진짜 아나운서 같던데...,0
1002,뉴이스트 리더 jk가 떨어진 게 말도 안된다고 생각했는데,0
1003,느낌상 변소장같음 반전으로갈라면,0
1004,느무 재미 없다.,0
1005,늑대 여우 코요테,0
1006,늙고 추하다,1
1007,늙은 송혜교,1
1008,늙은 죄???,1
1009,늙은 티 나긴 남..이젠 소년미는 아니야..차라리 몸이라도 키워요..,0
1010,능력있네요 부럽다,0
1011,니 말뿐이잖아 구체적증거를 내놔 계좌이체했음 이체기록과 중고나라거래했음 거래기록,0
1012,니 아부지가 염라언니였어 ㅍㅎㅎ,0
1013,니 이미지가 악녀스럽지 ㅋㅋㅋㅋㅋ 엠빙신 연기대상때 한참어린 한효주랑 기싸움하는거 아직도 눈에 선하다 ㅋㅋㅋㅋㅋ,1
1014,니가 누구랑 사귀든 관심 없다 OOO년아 얼굴에 주사맞은년이 ㅋㅋ 에휴 역겨워,1
1015,니가 민폐인걸 지금알앗니??,1
1016,니가 살찌는건 쳐먹고 운동을 안해서지,1
1017,니가 하는 짓거리가 딱 설리야 그 뒤를 이어서 골로 가버려라스케치북이나 올리는 짓을 하냐,1
1018,님이 구매해서 기부해주세요,0
1019,다 늙어서 뭔 아이돌가수 득실거리는데서 버틸수 있겠냐?,1
1020,다 방송 시청률 잘 나오고 평 좋으니까 시즌2 나오는 겁니다. 여기서 아무리 욕해봤자 보는 사람들은 다 재밌게 봄,0
1021,다 방송이고 대본이에요 ㅋㅋ 땡깡좀 부리고 해야지 재밋지,0
1022,다 아티스트인 척 연기하는겨 6개월 작업하고 6주 활동하고 6년 먹고 사는데 오지랖이든 뭐든 그만해,1
1023,다 자기 업보예요 김구라가그렇게조언해줬는데ㅠ이제는행복하세요,0
1024,다 좋은데 남양유업 같은곳 위해서 일하지마라,0
1025,다 좋은데. 남양유업 사회 공헌팀 ㅜㅜㅜㅜ. 하신 행동은 정말 훌륭하세요. 저 여자분의 생명의 은인임. 강간하고 살해당할수도 있었음..근데 남양 유업 ㅜㅜ,0
1026,다 한때다 .. 냅둬라 지멋이라는데...10때 유행옷 20대때 다시입으라하면 못입듯히 나이가점점 차고 삼십줄되면 다 알아서 멈출거다냅둬라,0
1027,다니엘 잘못한거 없어요 공룡과 힘겨운 분쟁할때당신을 행복하게 해줄 사람 만나는 거ㅡ무조건 응원합니다,0
1028,다니엘헤니 내남편 내남자 ~♥,0
1029,다된 기생충 잔치에재 뿌린 방가방송과 안현모 다신 나서지 말자,1
1030,다둥이 뜻을 모르는것 같습니다..기자님...무튼 축하해요.,0
1031,다들 뱃대지에 기름들이 껴서 이들 지랄이지.북한 같아봐라 감사합니다.넙죽 절하고 먹지,1
1032,다들 지식입장이어봐요 그게 쉽게 갚어지나나라도 내가빌린것아니라 갚을마음없다도의적인 성의보였네 김영희..법적으로도 상속포기라는게있어 부모 빚갚을의무 없지않나..김영희 대놓고 욕하는사람..너나 잘해라,0
1033,다들사랑받지못한체살아와 인생이 말이아니네요 참... 불쌍합니다..,0
1034,다른 멤버들은 뭔 죄냐 ㅋㅋ,0
1035,다른 사람과 다름을 인정해 주면 되는데틀리다고 잣대질 하는 사람들늙닭이니 틀탁이니 기성세대 욕하는 젊은 세대의꼰대질 내가 못하는 걸 하니까 틀리다고,0
1036,다른 사진 봤더니 원래 퉁퉁하시던데...,0
1037,다른 애들이 더 나은데 왜이렇게 띄워주는지..,0
1038,다른건모르겟고재미가없다 이상민얼굴에 웃음기도없고 멍때리거나 크라잉랩이나하지,1
1039,다름과 비정상은 전혀 다른얘기임.본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고 돌이킬수있는 길이 열리기를 바랍니다. 힘겨워보여요.,0
1040,다리길어보이기위해그랬겠지마는 옆과 뒤를 너무 팠다적당히 했으면 멋있었을것을 민망하노,0
1041,다리짧은 애가 살빠지니 머리크고 몸은 왜소해져서 보기흉해..,1
1042,다리통 저리 안치우냐 야 이 종간나가 아침밥 체하겠네,1
1043,다버리고 나영석.데려와서 시즌1가자 강호동.이수근.이승기.김종민.은지원 김c.mc몽 복귀작 가자,0
1044,다봤는데 뭔내용인지,0
1045,다솜도 인기가 많군 또 질투글이 배댓인거보니.. 도대체 어디가 설정같다는거냐? 나는 다른연예인들보다 더 꾸밈없이 혼자라이프 보여주는것같아서 보기 좋더만,0
1046,다솜씨 다음엔..산에백숙먹으러 '아빠'랑 가지말구 '오빠'랑가요~난 다솜이좋드라~ㅋㅋㅋ ㅋㅋ그리고 개예쁨♡♡♡,0
1047,다시 멋진 삶 살기바래요~ 사랑할땐 다 눈이 멀어져요 잊고 다시 시작함되요~,0
1048,다시 배달하셔야될듯ㅋㅋ,0
